"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Bean_Type","Broad_Bean_Origin","is_bitter"
"Terroir","Peru",1478,2015,70,"U.S.A.",2.75,NA,"Peru","Yes"
"Terroir","Belize",1478,2015,70,"U.S.A.",3.75,"Trinitario","Belize","Yes"
"Terroir","Madagascar",1478,2015,70,"U.S.A.",3.75,"Trinitario","Madagascar","Yes"
"Terroir","Ecuador",1482,2015,70,"U.S.A.",3.25,NA,"Ecuador","Yes"
"Terroir","Oko Caribe",1554,2015,70,"U.S.A.",3.5,NA,"Domincan Republic","Yes"
"Terroir","Guatemala",1558,2015,70,"U.S.A.",3.75,"Trinitario","Guatemala","Yes"
"Terroir","Ecuador",1323,2014,77,"U.S.A.",3.25,NA,"Ecuador","Yes"
"Terroir","Madagascar",1323,2014,67,"U.S.A.",3.75,"Trinitario","Madagascar","No"
"Terroir","Uganda",1323,2014,73,"U.S.A.",3.75,"Forastero","Uganda","Yes"
"The Barn","Peru",1614,2015,70,"Sweden",3,NA,"Peru","Yes"
"Theo","Congo w/ nibs",903,2012,65,"U.S.A.",3.25,"Forastero","Congo","No"
"Theo","Madagascar",162,2007,65,"U.S.A.",3.5,"Trinitario","Madagascar","No"
"Theo","Ivory Coast",184,2007,75,"U.S.A.",2.5,NA,"Ivory Coast","Yes"
"Theo","Ghana, Kumasi",184,2007,84,"U.S.A.",3,"Forastero","Ghana","Yes"
"Theo","Venezuela; Barinos, Merida, Tachron",188,2007,91,"U.S.A.",2,"Blend","Venezuela","Yes"
"Theo","Ghana, Panama, Ecuador",188,2007,75,"U.S.A.",3,"Blend","Ghana, Panama, Ecuador","Yes"
"Theobroma","Piura Select, Cacao Blanc",1684,2015,70,"Japan",3.25,NA,"Peru","Yes"
"Timo A. Meyer","Belize, med roast",1836,2016,72,"Germany",3.75,"Trinitario, TCGA","Belize","Yes"
"To'ak (Ecuatoriana)","Manabi",1418,2014,81,"Ecuador",3.25,"Forastero (Nacional)","Ecuador","Yes"
"Tobago Estate (Pralus)","Roxborough, Tobago",895,2012,70,"France",4,"Trinitario","Tobago","Yes"
"Tocoti","Wild Bolivian, Jungle Love",927,2012,77,"U.S.A.",3,"Criollo","Bolivia","Yes"
"Tocoti","Venezuela",789,2011,72,"U.S.A.",2.75,NA,"Venezuela","Yes"
"Tocoti","Dominican Republic",789,2011,74,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Treehouse","Conacado",1239,2014,72,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Tsara (Cinagra)","Ambanja, Tsara Valley",753,2011,72,"Madagascar",3.5,NA,"Madagascar","Yes"
"twenty-four blackbirds","Oko Caribe",1700,2015,75,"U.S.A.",2.75,NA,"Domincan Republic","Yes"
"twenty-four blackbirds","Cedeno, lot 271",1700,2015,75,"U.S.A.",3.5,NA,"Ecuador","Yes"
"twenty-four blackbirds","Madagascar",1235,2014,75,"U.S.A.",3.5,"Trinitario","Madagascar","Yes"
"twenty-four blackbirds","Dominican Republic",1022,2013,68,"U.S.A.",3.25,NA,"Dominican Republic","No"
"twenty-four blackbirds","Palos Blancos",1026,2013,75,"U.S.A.",2.5,NA,"Bolivia","Yes"
"twenty-four blackbirds","Dominican Republic",753,2011,73,"U.S.A.",2.75,NA,"Dominican Republic","Yes"
"Two Ravens","Peru",1740,2016,60,"U.S.A.",3,"Criollo","Peru","No"
"Un Dimanche A Paris","Dominican Republic",709,2011,63,"France",3.75,NA,"Dominican Republic","No"
"Undone","Matagalpa",1438,2014,74,"U.S.A.",2.75,NA,"Nicaragua","Yes"
"Undone","Nourish",1438,2014,70,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Upchurch","Madagascar, Sassy Bar",1752,2016,72,"U.S.A.",3,"Trinitario","Madagascar","Yes"
"Upchurch","Tanzania, Party Bar",1752,2016,72,"U.S.A.",3.25,NA,"Tanzania","Yes"
"Urzi","Sur del Lago, Merida",1327,2014,65,"Italy",3.25,"Trinitario","Venezuela","No"
"Valrhona","Piura, Illanka, Quemazon",1510,2015,63,"France",4,NA,"Peru","No"
"Valrhona","Loma Sotavento, 2013",1153,2013,64,"France",3.5,NA,"Dominican Republic","No"
"Valrhona","Otucan, Grand Cru",931,2012,69,"France",4,NA,"Venezuela","No"
"Valrhona","Porcelana, Pedegral",757,2011,64,"France",4,"Criollo","Venezuela","No"
"Valrhona","Tainori",327,2009,64,"France",3.75,NA,"Dominican Republic","No"
"Valrhona","Alpaco",370,2009,66,"France",3.75,NA,"Ecuador","No"
"Valrhona","Nyangbo",395,2009,68,"France",3.5,"Forastero","Ghana","No"
"Valrhona","Araguani",117,2007,72,"France",3,"Blend","Venezuela, Carribean","Yes"
"Valrhona","Chuao 2002 P.",129,2007,65,"France",3.75,"Trinitario","Venezuela","No"
"Valrhona","Manjari",129,2007,64,"France",4,"Criollo, Trinitario","Madagascar","No"
"Valrhona","Abinao",153,2007,85,"France",2.5,"Forastero","West Africa","Yes"
"Valrhona","Le Noir Amer",157,2007,71,"France",2.75,"Forastero","West Africa","Yes"
"Valrhona","Porcelana, Maracaibo, Palmira P. 2006",162,2007,64,"France",3.25,"Criollo (Porcelana)","Venezuela","No"
"Valrhona","Caraibe",63,2006,66,"France",3,"Trinitario","Carribean","No"
"Valrhona","Guanaja",63,2006,70,"France",4,"Criollo, Trinitario","South America","Yes"
"Valrhona","Gran Couva 2005 P.",75,2006,64,"France",2.5,"Trinitario","Trinidad","No"
"Valrhona","Porcelana, Maracaibo, Palmira P. 2005",75,2006,64,"France",3,"Criollo (Porcelana)","Venezuela","No"
"Valrhona","Sambirano, Ampamakia 2005, Millot P.",75,2006,64,"France",3.5,"Trinitario","Madagascar","No"
"Vanleer (Barry Callebaut)","Manhattan",963,2012,72,"U.S.A.",2.5,"Forastero","Ghana","Yes"
"Vanleer (Barry Callebaut)","Napa",963,2012,65,"U.S.A.",2.75,"Forastero","Ghana","No"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,72,"Madagascar",2.75,"Trinitario","Madagascar","Yes"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,76,"Madagascar",2.75,"Trinitario","Madagascar","Yes"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,80,"Madagascar",2.75,"Trinitario","Madagascar","Yes"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,70,"Madagascar",3,"Trinitario","Madagascar","Yes"
"Vao Vao (Chocolaterie Robert)","Madagascar w/ nibs",404,2009,68,"Madagascar",3,"Trinitario","Madagascar","No"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,64,"Madagascar",3.25,"Trinitario","Madagascar","No"
"Vicuna","Palos Blancos",1470,2015,70,"U.S.A.",3.25,NA,"Bolivia","Yes"
"Vicuna","Palos Blancos + nibs",1470,2015,70,"U.S.A.",3.25,NA,"Bolivia","Yes"
"Videri","Dominican Republic",1211,2014,90,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Videri","Trinidad",1211,2014,75,"U.S.A.",3.5,"Trinitario","Trinidad","Yes"
"Videri","Mindo",1227,2014,75,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Videri","Dark",1117,2013,90,"U.S.A.",3.75,NA,"Central and S. America","Yes"
"Videri","Classic",991,2012,70,"U.S.A.",3.25,NA,"Central and S. America","Yes"
"Vietcacao (A. Morin)","Ben Tre, Mekong Delta, MoCay",951,2012,70,"France",3.5,"Trinitario","Vietnam","Yes"
"Vintage Plantations","San Martin",1205,2014,75,"U.S.A.",3,NA,"Peru","Yes"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,100,"U.S.A.",2,"Forastero (Arriba)","Ecuador","Yes"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,90,"U.S.A.",2,"Forastero (Arriba)","Ecuador","Yes"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,75,"U.S.A.",3,"Forastero (Arriba)","Ecuador","Yes"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2007",153,2007,65,"U.S.A.",3,"Forastero (Arriba)","Ecuador","No"
"Violet Sky","Sambirano Valley",1458,2015,77,"U.S.A.",2.75,"Trinitario","Madagascar","Yes"
"Violet Sky","Moho River Valley",1458,2015,77,"U.S.A.",3,"Criollo, Trinitario","Belize","Yes"
"Violet Sky","Cuyagua",1458,2015,77,"U.S.A.",3,"Criollo","Venezuela","Yes"
"Violet Sky","Peru",1458,2015,77,"U.S.A.",3.25,"Criollo, Trinitario","Peru","Yes"
"Violet Sky","Cahabon",1502,2015,77,"U.S.A.",2.75,"Trinitario","Guatemala","Yes"
"Vivra","Peru",1720,2016,70,"U.S.A.",2.5,NA,"Peru","Yes"
"Vivra","Ocumare",1720,2016,70,"U.S.A.",2.5,NA,"Venezuela","Yes"
"Vivra","Dominican Republic",1724,2016,70,"U.S.A.",3,NA,"Domincan Republic","Yes"
"Wellington Chocolate Factory","Conacado",1756,2016,70,"New Zealand",3.5,"Trinitario","Dominican Republic","Yes"
"Wellington Chocolate Factory","Piura Blanco, Norandino",1756,2016,70,"New Zealand",3.5,NA,"Peru","Yes"
"Whittakers","Ghana",733,2011,72,"New Zealand",2.5,"Forastero","Ghana","Yes"
"Wilkie's Organic","Amazonas",1169,2013,75,"Ireland",2.5,"Criollo","Peru","Yes"
"Wilkie's Organic","Amazonas",1169,2013,89,"Ireland",2.75,"Criollo","Peru","Yes"
"Wilkie's Organic","Tumbes",1169,2013,75,"Ireland",3.25,"Criollo","Peru","Yes"
"Wilkie's Organic","Amazonas w/ nibs",1173,2013,75,"Ireland",2.75,"Criollo","Peru","Yes"
"Willie's Cacao","Los Llanos",1848,2016,70,"U.K.",4,NA,"Colombia","Yes"
"Willie's Cacao","Los Llanos",1227,2014,88,"U.K.",3,"Trinitario","Colombia","Yes"
"Willie's Cacao","Java, Indonesian Black",1109,2013,100,"U.K.",2.25,NA,"Indonesia","Yes"
"Willie's Cacao","Sambirano",593,2010,71,"U.K.",3,"Trinitario","Madagascar","Yes"
"Willie's Cacao","Hacienda Las Trincheras",593,2010,72,"U.K.",3.5,NA,"Venezuela","Yes"
"Willie's Cacao","Java",593,2010,69,"U.K.",3.75,NA,"Indonesia","No"
"Willie's Cacao","San Martin",457,2009,70,"U.K.",3,NA,"Peru","Yes"
"Willie's Cacao","Rio Caribe",457,2009,72,"U.K.",3.25,"Trinitario","Venezuela","Yes"
"Wm","Guasare, Zulia Prov., 2015, batch 124",1912,2016,74,"U.S.A.",3,"Criollo","Venezuela","Yes"
"Wm","Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76,"U.S.A.",3.5,NA,"Bolivia","Yes"
"Wm","Ghana, 2013, batch 129",1916,2016,75,"U.S.A.",3.75,NA,"Ghana","Yes"
"Woodblock","Maranon, Cajamarca",1243,2014,70,"U.S.A.",3,"Forastero (Nacional)","Peru","Yes"
"Woodblock","Camino Verde P., Balao, Guayas",1042,2013,70,"U.S.A.",3.25,NA,"Ecuador","Yes"
"Woodblock","Gran Couva",1042,2013,70,"U.S.A.",3.5,"Trinitario","Trinidad","Yes"
"Woodblock","Ecuador",825,2012,70,"U.S.A.",2.5,NA,"Ecuador","Yes"
"Woodblock","Costa Rica",825,2012,70,"U.S.A.",3,NA,"Costa Rica","Yes"
"Woodblock","Sambirano",951,2012,70,"U.S.A.",3.25,"Trinitario","Madagascar","Yes"
"Woodblock","Ocumare",741,2011,70,"U.S.A.",4,NA,"Venezuela","Yes"
"Woodblock","La Red",769,2011,70,"U.S.A.",3.5,NA,"Dominican Republic","Yes"
"Xocolat","Hispaniola",1057,2013,66,"Domincan Republic",3,NA,"Dominican Republic","No"
"Xocolla","Sambirano, batch 170102",1948,2017,70,"U.S.A.",2.75,NA,"Madagascar","Yes"
"Xocolla","Hispaniola, batch 170104",1948,2017,70,"U.S.A.",2.5,NA,"Dominican Republic","Yes"
"Zak's","Papua New Guinea, Batch 2",1574,2015,70,"U.S.A.",3,NA,"Papua New Guinea","Yes"
"Zak's","Dominican Republic, Batch D2",1578,2015,70,"U.S.A.",3.25,NA,"Domincan Republic","Yes"
"Zak's","Madagascar, Batch 2",1578,2015,70,"U.S.A.",3.25,"Trinitario","Madagascar","Yes"
"Zak's","Peru, Batch 1",1578,2015,70,"U.S.A.",3.25,NA,"Peru","Yes"
"Zak's","Belize, Batch 2",1578,2015,70,"U.S.A.",3.5,"Trinitario","Belize","Yes"
"Zart Pralinen","Millot P., Ambanja",1820,2016,70,"Austria",3.5,"Criollo, Trinitario","Madagascar","Yes"
"Zart Pralinen","UNOCACE",1824,2016,70,"Austria",2.75,"Nacional (Arriba)","Ecuador","Yes"
"Zart Pralinen","San Juan Estate",1824,2016,85,"Austria",2.75,"Trinitario","Trinidad","Yes"
"Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,85,"Austria",3,"Criollo, Trinitario","Tanzania","Yes"
"Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,70,"Austria",3.5,"Criollo, Trinitario","Tanzania","Yes"
"Zart Pralinen","San Juan Estate, Gran Couva",1880,2016,78,"Austria",3.5,"Trinitario","Trinidad","Yes"
"Zokoko","Guadalcanal",1716,2016,78,"Australia",3.75,NA,"Solomon Islands","Yes"
"Zokoko","Alto Beni",697,2011,68,"Australia",3.5,NA,"Bolivia","No"
"Zokoko","Tokiala",701,2011,66,"Australia",3.5,"Trinitario","Papua New Guinea","No"
"Zokoko","Tranquilidad, Baures",701,2011,72,"Australia",3.75,NA,"Bolivia","Yes"
"Zotter","Bocas del Toro, Cocabo Co-op",801,2012,72,"Austria",3.5,NA,"Panama","Yes"
"Zotter","Satipo Pangoa region, 16hr conche",875,2012,70,"Austria",3,"Criollo (Amarru)","Peru","Yes"
"Zotter","Satipo Pangoa region, 20hr conche",875,2012,70,"Austria",3.5,"Criollo (Amarru)","Peru","Yes"
"Zotter","Loma Los Pinos, Yacao region, D.R.",875,2012,62,"Austria",3.75,NA,"Dominican Republic","No"
"Zotter","El Oro",879,2012,75,"Austria",3,"Forastero (Nacional)","Ecuador","Yes"
"Zotter","Huiwani Coop",879,2012,75,"Austria",3,"Criollo, Trinitario","Papua New Guinea","Yes"
"Zotter","El Ceibo Coop",879,2012,90,"Austria",3.25,NA,"Bolivia","Yes"
"Zotter","Santo Domingo",879,2012,70,"Austria",3.75,NA,"Dominican Republic","Yes"
"Zotter","Kongo, Highlands",883,2012,68,"Austria",3.25,"Forastero","Congo","No"
"Zotter","Peru",647,2011,70,"Austria",3.75,NA,"Peru","Yes"
"Zotter","Congo",749,2011,65,"Austria",3,"Forastero","Congo","No"
"Zotter","Kerala State",749,2011,65,"Austria",3.5,"Forastero","India","No"
"Zotter","Kerala State",781,2011,62,"Austria",3.25,NA,"India","No"
"Zotter","Brazil, Mitzi Blue",486,2010,65,"Austria",3,NA,"Brazil","No"
